timestamp,air_temperature,air_humidity,co2,soil_moisture,soil_temperature,cum_irr,irrigation_needed
2019-12-17 10:45:00.287999887,20.0,71.3,616.0,91.6,19.1,0.0,0
2019-12-17 10:50:00.096000172,20.2,70.7,619.0,91.65,19.15,0.0,0
2019-12-17 10:54:59.903999827,20.3,70.7,625.0,91.65,19.25,0.0,0
2019-12-17 10:59:59.712000112,20.1,70.4,631.0,91.6,19.35,0.0,0
2019-12-17 11:05:00.384000060,20.3,70.4,624.0,91.6,19.35,0.0,0
2019-12-17 11:10:00.191999714,20.2,70.7,630.0,91.6,19.5,0.0,0
2019-12-17 11:15:00.000000000,20.2,71.1,630.0,91.7,19.6,0.0,0
2019-12-17 11:19:59.808000285,20.2,71.4,622.0,91.8,19.6,0.0,0
2019-12-17 11:24:59.615999939,20.2,72.0,622.0,91.69999999999999,19.65,0.0,0
2019-12-17 11:30:00.287999887,20.3,72.3,612.0,91.75,19.65,0.0,0
2019-12-17 11:35:00.096000172,20.2,72.6,616.0,91.65,19.65,0.0,0
2019-12-17 11:39:59.903999827,20.4,73.0,621.0,91.75,19.75,0.0,0
2019-12-17 11:44:59.712000112,20.4,73.4,616.0,91.69999999999999,19.85,0.0,0
2019-12-17 11:50:00.384000060,20.6,73.1,623.0,91.69999999999999,19.85,0.0,0
2019-12-17 11:55:00.191999714,20.7,72.8,623.0,91.8,19.85,0.0,0
2019-12-17 12:00:00.000000000,20.6,73.0,636.0,91.8,19.85,0.0,0
2019-12-17 12:04:59.808000285,20.7,73.2,628.0,91.75,19.9,0.0,0
2019-12-17 12:09:59.615999939,20.6,73.3,628.0,91.69999999999999,20.0,0.0,0
2019-12-17 12:15:00.287999887,20.7,73.3,636.0,91.8,20.05,0.0,0
2019-12-17 12:20:00.096000172,20.5,73.3,636.0,91.75,20.05,0.0,0
2019-12-17 12:24:59.903999827,21.0,73.4,647.0,91.85,20.15,0.0,0
2019-12-17 12:29:59.712000112,21.0,73.2,652.0,91.8,20.15,0.0,0
2019-12-17 12:35:00.384000060,20.8,73.1,656.0,91.69999999999999,20.15,0.0,0
2019-12-17 12:40:00.191999714,21.0,73.1,654.0,91.80000000000001,20.2,0.0,0
2019-12-17 12:45:00.000000000,21.2,73.3,659.0,91.8,20.3,0.0,0
2019-12-17 12:49:59.808000285,21.5,73.1,652.0,91.9,20.35,0.0,0
2019-12-17 12:54:59.615999939,21.8,72.3,629.0,91.9,20.35,0.0,0
2019-12-17 13:00:00.287999887,22.0,71.4,644.0,91.75,20.4,0.0,0
2019-12-17 13:05:00.096000172,22.4,71.2,633.0,91.80000000000001,20.55,0.0,0
2019-12-17 13:09:59.903999827,22.3,71.2,630.0,91.9,20.7,0.0,0
2019-12-17 13:14:59.712000112,21.9,70.8,636.0,91.9,20.7,0.0,0
2019-12-17 13:20:00.384000060,21.9,71.7,652.0,91.85,20.85,0.0,0
2019-12-17 13:25:00.191999714,22.1,71.9,645.0,91.85,20.9,0.0,0
2019-12-17 13:30:00.000000000,22.1,71.3,654.0,92.0,20.9,0.0,0
2019-12-17 13:34:59.808000285,22.2,69.9,603.0,92.0,21.0,0.0,0
2019-12-17 13:39:59.615999939,22.2,69.1,616.0,91.9,21.1,0.0,0
2019-12-17 13:45:00.287999887,22.4,69.4,661.0,91.85,21.1,0.0,0
2019-12-17 13:50:00.096000172,22.6,68.2,629.0,91.95,21.15,0.0,0
2019-12-17 13:54:59.903999827,22.3,66.4,629.0,91.95,21.2,0.0,0
2019-12-17 13:59:59.712000112,22.0,65.5,600.0,92.05,21.25,0.0,0
2019-12-17 14:05:00.384000060,22.0,66.2,617.0,92.05,21.35,0.0,0
2019-12-17 14:10:00.191999714,22.6,66.7,667.0,92.0,21.35,0.0,0
2019-12-17 14:15:00.000000000,22.5,64.6,655.0,91.94999999999999,21.35,0.0,0
2019-12-17 14:19:59.808000285,22.1,64.5,608.0,92.05,21.45,0.0,0
2019-12-17 14:24:59.615999939,22.1,65.6,633.0,92.05,21.5,0.0,0
2019-12-17 14:30:00.287999887,22.3,65.7,612.0,92.0,21.55,0.0,0
2019-12-17 14:35:00.096000172,22.0,67.1,607.0,92.0,21.55,0.0,0
2019-12-17 14:39:59.903999827,22.0,68.3,606.0,91.94999999999999,21.55,0.0,0
2019-12-17 14:44:59.712000112,21.6,69.4,642.0,91.8,21.6,0.0,0
2019-12-17 14:50:00.384000060,21.7,70.2,625.0,92.05,21.6,0.0,0
2019-12-17 14:55:00.191999714,21.5,71.1,688.0,91.94999999999999,21.55,0.0,0
2019-12-17 15:00:00.000000000,21.3,71.8,684.0,91.85,21.55,0.0,0
2019-12-17 15:04:59.808000285,21.2,72.7,689.0,91.95,21.5,0.0,0
2019-12-17 15:09:59.615999939,21.0,73.5,686.0,92.0,21.549999999999997,0.0,0
2019-12-17 15:15:00.287999887,21.0,74.0,666.0,91.9,21.5,0.0,0
2019-12-17 15:20:00.096000172,20.8,74.5,664.0,91.9,21.450000000000003,0.0,0
2019-12-17 15:24:59.903999827,21.0,74.5,674.0,91.94999999999999,21.450000000000003,0.0,0
2019-12-17 15:29:59.712000112,21.3,73.6,666.0,91.9,21.450000000000003,0.0,0
2019-12-17 15:35:00.384000060,21.5,72.8,648.0,92.05,21.450000000000003,0.0,0
2019-12-17 15:40:00.191999714,21.4,72.6,648.0,92.05,21.5,0.0,0
2019-12-17 15:45:00.000000000,21.4,72.5,641.0,91.95,21.6,0.0,0
2019-12-17 15:49:59.808000285,21.5,72.4,656.0,91.9,21.6,0.0,0
2019-12-17 15:54:59.615999939,21.5,72.4,645.0,91.85,21.6,0.0,0
2019-12-17 16:00:00.287999887,21.5,72.5,645.0,92.0,21.6,0.0,0
2019-12-17 16:05:00.096000172,20.9,72.6,637.0,91.94999999999999,21.65,0.0,0
2019-12-17 16:09:59.903999827,20.9,73.0,622.0,91.94999999999999,21.65,0.0,0
2019-12-17 16:14:59.712000112,21.1,73.2,632.0,92.0,21.65,0.0,0
2019-12-17 16:20:00.384000060,21.0,73.4,638.0,91.94999999999999,21.6,0.0,0
2019-12-17 16:25:00.191999714,20.9,73.7,645.0,92.0,21.6,0.0,0
2019-12-17 16:30:00.000000000,20.9,74.0,616.0,92.05,21.6,0.0,0
2019-12-17 16:34:59.808000285,20.6,74.4,626.0,91.9,21.6,0.0,0
2019-12-17 16:39:59.615999939,20.6,74.5,619.0,91.8,21.6,0.0,0
2019-12-17 16:45:00.287999887,20.6,74.6,607.0,91.85,21.6,0.0,0
2019-12-17 16:50:00.096000172,20.6,74.7,645.0,91.85,21.6,0.0,0
2019-12-17 16:54:59.903999827,20.6,74.6,659.0,91.85,21.6,0.0,0
2019-12-17 16:59:59.712000112,20.5,74.4,622.0,92.0,21.549999999999997,0.0,0
2019-12-17 17:05:00.384000060,20.7,74.2,666.0,92.0,21.549999999999997,0.0,0
2019-12-17 17:10:00.191999714,20.4,74.0,674.0,91.9,21.549999999999997,0.0,0
2019-12-17 17:15:00.000000000,20.5,73.7,663.0,91.75,21.549999999999997,0.0,0
2019-12-17 17:19:59.808000285,20.5,73.3,647.0,91.85,21.549999999999997,0.0,0
2019-12-17 17:24:59.615999939,20.5,72.3,651.0,92.05000000000001,21.549999999999997,0.0,0
2019-12-17 17:30:00.287999887,20.5,71.1,654.0,91.9,21.549999999999997,0.0,0
2019-12-17 17:35:00.096000172,20.5,70.3,643.0,91.9,21.549999999999997,0.0,0
2019-12-17 17:39:59.903999827,20.4,69.7,645.0,91.85,21.6,0.0,0
2019-12-17 17:44:59.712000112,20.5,69.1,654.0,91.94999999999999,21.549999999999997,0.0,0
2019-12-17 17:50:00.384000060,20.5,68.8,634.0,91.94999999999999,21.6,0.0,0
2019-12-17 17:55:00.191999714,20.6,68.2,632.0,91.95,21.6,0.0,0
2019-12-17 18:00:00.000000000,21.0,67.1,605.0,91.95,21.6,0.0,0
2019-12-17 18:04:59.808000285,20.7,66.4,603.0,92.0,21.6,0.0,0
2019-12-17 18:09:59.615999939,20.4,66.6,600.0,91.9,21.6,0.0,0
2019-12-17 18:15:00.287999887,19.3,67.3,567.0,91.8,21.6,0.0,0
2019-12-17 18:20:00.096000172,19.1,67.9,599.0,91.9,21.5,0.0,0
2019-12-17 18:24:59.903999827,18.7,68.1,569.0,91.9,21.5,0.0,0
2019-12-17 18:29:59.712000112,18.2,68.6,576.0,91.94999999999999,21.450000000000003,0.0,0
2019-12-17 18:35:00.384000060,18.1,69.1,542.0,91.8,21.299999999999997,0.0,0
2019-12-17 18:40:00.191999714,17.6,69.5,525.0,91.85,21.25,0.0,0
2019-12-17 18:45:00.000000000,17.5,69.8,531.0,91.8,21.200000000000003,0.0,0
2019-12-17 18:49:59.808000285,17.4,70.1,534.0,91.85,21.05,0.0,0
2019-12-17 18:54:59.615999939,17.0,70.5,531.0,91.80000000000001,21.0,0.0,0
2019-12-17 19:00:00.287999887,16.9,71.1,515.0,91.8,20.95,0.0,0
2019-12-17 19:05:00.096000172,16.6,71.4,525.0,91.7,20.85,0.0,0
2019-12-17 19:09:59.903999827,16.4,72.1,505.0,91.7,20.700000000000003,0.0,0
2019-12-17 19:14:59.712000112,16.0,72.7,516.0,91.65,20.65,0.0,0
2019-12-17 19:20:00.384000060,15.8,73.1,509.0,91.65,20.55,0.0,0
2019-12-17 19:25:00.191999714,15.5,73.7,498.0,91.65,20.4,0.0,0
2019-12-17 19:30:00.000000000,15.3,74.4,494.0,91.6,20.3,0.0,0
2019-12-17 19:34:59.808000285,15.3,74.7,505.0,91.6,20.25,0.0,0
2019-12-17 19:39:59.615999939,15.2,75.3,514.0,91.7,20.1,0.0,0
2019-12-17 19:45:00.287999887,14.8,76.0,524.0,91.55,19.95,0.0,0
2019-12-17 19:50:00.096000172,14.7,76.7,493.0,91.55,19.9,0.0,0
2019-12-17 19:54:59.903999827,14.3,77.0,510.0,91.45,19.8,0.0,0
2019-12-17 19:59:59.712000112,14.3,77.7,485.0,91.6,19.75,0.0,0
2019-12-17 20:05:00.384000060,14.3,77.9,495.0,91.5,19.6,0.0,0
2019-12-17 20:10:00.191999714,14.1,78.2,509.0,91.45,19.55,0.0,0
2019-12-17 20:15:00.000000000,14.1,78.2,534.0,91.4,19.45,0.0,0
2019-12-17 20:19:59.808000285,13.8,78.4,514.0,91.35,19.35,0.0,0
2019-12-17 20:24:59.615999939,13.8,78.7,518.0,91.4,19.25,0.0,0
2019-12-17 20:30:00.287999887,13.6,78.4,509.0,91.45,19.200000000000003,0.0,0
2019-12-17 20:35:00.096000172,13.4,78.5,490.0,91.35,19.0,0.0,0
2019-12-17 20:39:59.903999827,13.2,78.1,483.0,91.30000000000001,18.950000000000003,0.0,0
2019-12-17 20:44:59.712000112,13.2,78.3,500.0,91.25,18.9,0.0,0
2019-12-17 20:50:00.384000060,13.3,78.0,484.0,91.4,18.75,0.0,0
2019-12-17 20:55:00.191999714,13.2,78.0,504.0,91.4,18.75,0.0,0
2019-12-17 21:00:00.000000000,13.0,78.5,476.0,91.3,18.6,0.0,0
2019-12-17 21:04:59.808000285,13.2,78.7,499.0,91.25,18.450000000000003,0.0,0
2019-12-17 21:09:59.615999939,13.1,79.0,487.0,91.25,18.450000000000003,0.0,0
2019-12-17 21:15:00.287999887,13.0,79.5,494.0,91.25,18.25,0.0,0
2019-12-17 21:20:00.096000172,13.0,79.8,487.0,91.1,18.25,0.0,0
2019-12-17 21:24:59.903999827,13.0,80.0,495.0,91.15,18.25,0.0,0
2019-12-17 21:29:59.712000112,13.1,79.9,503.0,91.15,18.1,0.0,0
2019-12-17 21:35:00.384000060,13.2,79.1,513.0,91.25,18.049999999999997,0.0,0
2019-12-17 21:40:00.191999714,13.2,78.5,506.0,91.25,18.0,0.0,0
2019-12-17 21:45:00.000000000,13.0,78.6,486.0,91.19999999999999,18.0,0.0,0
2019-12-17 21:49:59.808000285,13.2,78.5,485.0,91.15,17.9,0.0,0
2019-12-17 21:54:59.615999939,13.2,78.6,508.0,91.25,17.85,0.0,0
2019-12-17 22:00:00.287999887,13.4,78.9,478.0,91.25,17.85,0.0,0
2019-12-17 22:05:00.096000172,13.3,79.1,492.0,91.2,17.75,0.0,0
2019-12-17 22:09:59.903999827,13.0,79.4,484.0,91.15,17.700000000000003,0.0,0
2019-12-17 22:14:59.712000112,12.9,79.6,496.0,91.05,17.6,0.0,0
2019-12-17 22:20:00.384000060,12.9,80.0,505.0,91.2,17.6,0.0,0
2019-12-17 22:25:00.191999714,12.9,80.3,527.0,91.05,17.5,0.0,0
2019-12-17 22:30:00.000000000,12.8,80.7,498.0,91.1,17.5,0.0,0
2019-12-17 22:34:59.808000285,12.8,80.8,495.0,91.05,17.4,0.0,0
2019-12-17 22:39:59.615999939,12.5,81.0,514.0,91.05,17.299999999999997,0.0,0
2019-12-17 22:45:00.287999887,12.7,81.0,479.0,91.1,17.299999999999997,0.0,0
2019-12-17 22:50:00.096000172,12.8,79.9,527.0,91.15,17.25,0.0,0
2019-12-17 22:54:59.903999827,13.1,79.1,495.0,90.94999999999999,17.200000000000003,0.0,0
2019-12-17 22:59:59.712000112,13.1,79.0,514.0,90.94999999999999,17.200000000000003,0.0,0
2019-12-17 23:05:00.384000060,13.0,79.1,476.0,91.05,17.200000000000003,0.0,0
2019-12-17 23:10:00.191999714,13.1,79.3,528.0,90.94999999999999,17.05,0.0,0
2019-12-17 23:15:00.000000000,13.1,79.3,508.0,91.0,17.05,0.0,0
2019-12-17 23:19:59.808000285,13.0,79.7,503.0,91.0,17.0,0.0,0
2019-12-17 23:24:59.615999939,12.9,80.0,502.0,91.0,17.0,0.0,0
2019-12-17 23:30:00.287999887,13.0,80.4,503.0,91.0,17.0,0.0,0
2019-12-17 23:35:00.096000172,12.9,80.6,483.0,90.95,16.85,0.0,0
2019-12-17 23:39:59.903999827,12.6,80.7,506.0,90.95,16.85,0.0,0
2019-12-17 23:44:59.712000112,12.7,81.0,504.0,91.0,16.85,0.0,0
2019-12-17 23:50:00.384000060,12.7,81.6,532.0,90.94999999999999,16.799999999999997,0.0,0
2019-12-17 23:55:00.191999714,12.8,81.5,506.0,90.85,16.799999999999997,0.0,0
2019-12-18 00:00:00.000000000,13.3,81.3,539.0,90.94999999999999,16.700000000000003,0.0,0
2019-12-18 00:04:59.808000285,13.5,81.0,548.0,90.9,16.65,0.0,0
2019-12-18 00:09:59.615999939,13.9,80.3,654.0,90.9,16.65,0.0,0
2019-12-18 00:15:00.287999887,14.4,79.0,696.0,90.85,16.700000000000003,0.0,0
2019-12-18 00:20:00.096000172,14.6,78.3,661.0,90.95,16.700000000000003,0.0,0
2019-12-18 00:24:59.903999827,15.0,78.0,683.0,90.95,16.700000000000003,0.0,0
2019-12-18 00:29:59.712000112,15.3,77.7,668.0,91.1,16.8,0.0,0
2019-12-18 00:35:00.384000060,15.5,78.2,665.0,91.05,16.85,0.0,0
2019-12-18 00:40:00.191999714,15.5,78.2,644.0,91.1,16.9,0.0,0
2019-12-18 00:45:00.000000000,15.7,79.0,647.0,91.15,16.9,0.0,0
2019-12-18 00:49:59.808000285,15.7,78.7,646.0,91.1,16.9,0.0,0
2019-12-18 00:54:59.615999939,15.9,79.0,641.0,91.1,17.0,0.0,0
2019-12-18 01:00:00.287999887,15.8,80.1,638.0,91.1,17.0,0.0,0
2019-12-18 01:05:00.096000172,16.0,80.5,587.0,91.15,17.0,0.0,0
2019-12-18 01:09:59.903999827,16.1,81.3,620.0,91.15,17.0,0.0,0
2019-12-18 01:14:59.712000112,16.1,81.2,609.0,91.2,17.1,0.0,0
2019-12-18 01:20:00.384000060,16.3,81.2,625.0,91.15,17.15,0.0,0
2019-12-18 01:25:00.191999714,16.4,81.3,589.0,91.15,17.200000000000003,0.0,0
2019-12-18 01:30:00.000000000,16.4,81.2,664.0,91.2,17.200000000000003,0.0,0
2019-12-18 01:34:59.808000285,16.5,81.0,707.0,91.19999999999999,17.200000000000003,0.0,0
2019-12-18 01:39:59.615999939,16.5,81.1,764.0,91.1,17.200000000000003,0.0,0
2019-12-18 01:45:00.287999887,16.7,81.1,790.0,91.15,17.25,0.0,0
2019-12-18 01:50:00.096000172,16.3,80.7,775.0,91.15,17.25,0.0,0
2019-12-18 01:54:59.903999827,16.4,81.3,766.0,91.25,17.299999999999997,0.0,0
2019-12-18 01:59:59.712000112,16.7,81.3,744.0,91.25,17.299999999999997,0.0,0
2019-12-18 02:05:00.384000060,16.6,81.4,742.0,91.25,17.299999999999997,0.0,0
2019-12-18 02:10:00.191999714,16.9,81.1,741.0,91.2,17.35,0.0,0
2019-12-18 02:15:00.000000000,16.9,81.3,742.0,91.4,17.35,0.0,0
2019-12-18 02:19:59.808000285,16.7,81.5,733.0,91.25,17.4,0.0,0
2019-12-18 02:24:59.615999939,16.9,81.1,714.0,91.25,17.450000000000003,0.0,0
2019-12-18 02:30:00.287999887,16.9,81.7,723.0,91.35,17.450000000000003,0.0,0
2019-12-18 02:35:00.096000172,16.9,81.8,695.0,91.35,17.450000000000003,0.0,0
2019-12-18 02:39:59.903999827,16.9,81.7,704.0,91.35,17.450000000000003,0.0,0
2019-12-18 02:44:59.712000112,17.0,81.8,680.0,91.25,17.450000000000003,0.0,0
2019-12-18 02:50:00.384000060,16.9,82.3,680.0,91.3,17.450000000000003,0.0,0
2019-12-18 02:55:00.191999714,17.0,82.7,672.0,91.35,17.5,0.0,0
2019-12-18 03:00:00.000000000,16.9,82.7,678.0,91.35,17.5,0.0,0
2019-12-18 03:04:59.808000285,16.9,83.0,664.0,91.3,17.549999999999997,0.0,0
2019-12-18 03:09:59.615999939,17.0,83.2,667.0,91.25,17.549999999999997,0.0,0
2019-12-18 03:15:00.287999887,17.0,82.8,646.0,91.30000000000001,17.549999999999997,0.0,0
2019-12-18 03:20:00.096000172,16.9,82.9,640.0,91.25,17.549999999999997,0.0,0
2019-12-18 03:24:59.903999827,16.9,82.5,637.0,91.19999999999999,17.6,0.0,0
2019-12-18 03:29:59.712000112,16.8,82.6,627.0,91.4,17.6,0.0,0
2019-12-18 03:35:00.384000060,16.9,83.0,633.0,91.35,17.6,0.0,0
2019-12-18 03:40:00.191999714,17.0,82.9,639.0,91.4,17.6,0.0,0
2019-12-18 03:45:00.000000000,17.1,82.5,631.0,91.35,17.6,0.0,0
2019-12-18 03:49:59.808000285,16.6,82.6,594.0,91.4,17.65,0.0,0
2019-12-18 03:54:59.615999939,17.0,82.1,627.0,91.25,17.6,0.0,0
2019-12-18 04:00:00.287999887,17.0,82.5,613.0,91.15,17.65,0.0,0
2019-12-18 04:05:00.096000172,17.1,82.7,630.0,91.25,17.7,0.0,0
2019-12-18 04:09:59.903999827,17.0,82.7,630.0,91.4,17.7,0.0,0
2019-12-18 04:14:59.712000112,17.0,82.7,747.0,91.30000000000001,17.7,0.0,0
2019-12-18 04:20:00.384000060,17.4,81.3,634.0,91.45,17.7,0.0,0
2019-12-18 04:25:00.191999714,17.9,79.9,686.0,91.4,17.75,0.0,0
2019-12-18 04:30:00.000000000,18.0,78.8,669.0,91.4,17.75,0.0,0
2019-12-18 04:34:59.808000285,18.3,77.9,677.0,91.45,17.8,0.0,0
2019-12-18 04:39:59.615999939,18.4,77.7,681.0,91.4,17.9,0.0,0
2019-12-18 04:45:00.287999887,18.3,77.5,663.0,91.4,17.950000000000003,0.0,0
2019-12-18 04:50:00.096000172,18.6,77.8,683.0,91.4,18.0,0.0,0
2019-12-18 04:54:59.903999827,18.5,78.0,673.0,91.35,18.05,0.0,0
2019-12-18 04:59:59.712000112,18.7,77.9,670.0,91.45,18.1,0.0,0
2019-12-18 05:05:00.384000060,18.6,78.0,672.0,91.55,18.1,0.0,0
2019-12-18 05:10:00.191999714,18.6,78.5,639.0,91.5,18.15,0.0,0
2019-12-18 05:15:00.000000000,18.6,79.4,603.0,91.45,18.15,0.0,0
2019-12-18 05:19:59.808000285,18.2,79.9,613.0,91.65,18.2,0.0,0
2019-12-18 05:24:59.615999939,18.5,80.8,633.0,91.4,18.2,0.0,0
2019-12-18 05:30:00.287999887,18.5,80.6,628.0,91.45,18.2,0.0,0
2019-12-18 05:35:00.096000172,18.5,81.2,595.0,91.45,18.2,0.0,0
2019-12-18 05:39:59.903999827,18.6,81.0,631.0,91.45,18.3,0.0,0
2019-12-18 05:44:59.712000112,18.4,81.0,590.0,91.55,18.35,0.0,0
2019-12-18 05:50:00.384000060,18.5,81.2,666.0,91.4,18.35,0.0,0
2019-12-18 05:55:00.191999714,18.5,80.5,694.0,91.5,18.35,0.0,0
2019-12-18 06:00:00.000000000,18.4,81.8,676.0,91.4,18.35,0.0,0
2019-12-18 06:04:59.808000285,18.5,81.7,693.0,91.55000000000001,18.35,0.0,0
2019-12-18 06:09:59.615999939,18.4,82.3,709.0,91.55,18.35,0.0,0
2019-12-18 06:15:00.287999887,18.6,82.8,680.0,91.5,18.4,0.0,0
2019-12-18 06:20:00.096000172,18.2,83.5,680.0,91.45,18.45,0.0,0
2019-12-18 06:24:59.903999827,18.4,83.6,638.0,91.5,18.5,0.0,0
2019-12-18 06:29:59.712000112,18.3,83.4,681.0,91.55,18.5,0.0,0
2019-12-18 06:35:00.384000060,18.2,83.3,636.0,91.45,18.5,0.0,0
2019-12-18 06:40:00.191999714,18.2,83.2,675.0,91.5,18.5,0.0,0
2019-12-18 06:45:00.000000000,18.2,83.2,635.0,91.6,18.5,0.0,0
2019-12-18 06:49:59.808000285,18.1,83.2,666.0,91.5,18.5,0.0,0
2019-12-18 06:54:59.615999939,18.0,83.4,615.0,91.6,18.5,0.0,0
2019-12-18 07:00:00.287999887,18.1,83.6,626.0,91.55,18.5,0.0,0
2019-12-18 07:05:00.096000172,18.1,83.7,666.0,91.5,18.55,0.0,0
2019-12-18 07:09:59.903999827,18.1,83.7,663.0,91.5,18.55,0.0,0
2019-12-18 07:14:59.712000112,18.1,83.7,629.0,91.65,18.55,0.0,0
2019-12-18 07:20:00.384000060,18.1,84.1,614.0,91.6,18.55,0.0,0
2019-12-18 07:25:00.191999714,18.0,84.0,642.0,91.6,18.55,0.0,0
2019-12-18 07:30:00.000000000,18.0,84.0,599.0,91.55000000000001,18.6,0.0,0
2019-12-18 07:34:59.808000285,18.0,84.0,641.0,91.55,18.6,0.0,0
2019-12-18 07:39:59.615999939,18.1,83.6,672.0,91.65,18.6,0.0,0
2019-12-18 07:45:00.287999887,18.0,84.2,610.0,91.45,18.6,0.0,0
2019-12-18 07:50:00.096000172,17.7,83.7,670.0,91.55,18.6,0.0,0
2019-12-18 07:54:59.903999827,17.9,84.2,667.0,91.5,18.6,0.0,0
2019-12-18 07:59:59.712000112,17.6,84.2,667.0,91.55,18.6,0.0,0
2019-12-18 08:05:00.384000060,17.7,84.5,679.0,91.65,18.6,0.0,0
2019-12-18 08:10:00.191999714,17.9,84.4,673.0,91.4,18.55,0.0,0
2019-12-18 08:15:00.000000000,17.9,82.6,673.0,91.5,18.6,0.0,0
2019-12-18 08:19:59.808000285,17.9,80.7,684.0,91.6,18.6,0.0,0
2019-12-18 08:24:59.615999939,18.0,78.2,679.0,91.55,18.6,0.0,0
2019-12-18 08:30:00.287999887,18.1,78.6,677.0,91.5,18.6,0.0,0
2019-12-18 08:35:00.096000172,18.2,77.2,675.0,91.45,18.65,0.0,0
2019-12-18 08:39:59.903999827,18.2,77.6,676.0,91.55,18.65,0.0,0
2019-12-18 08:44:59.712000112,18.4,77.6,656.0,91.6,18.65,0.0,0
2019-12-18 08:50:00.384000060,18.7,76.9,664.0,91.6,18.65,0.0,0
2019-12-18 08:55:00.191999714,18.7,76.5,668.0,91.6,18.75,0.0,0
2019-12-18 09:00:00.000000000,18.4,76.2,654.0,91.65,18.8,0.0,0
2019-12-18 09:04:59.808000285,18.2,76.7,681.0,91.6,18.8,0.0,0
2019-12-18 09:09:59.615999939,18.0,77.5,686.0,91.55,18.8,0.0,0
2019-12-18 09:15:00.287999887,17.9,78.9,703.0,91.5,18.85,0.0,0
2019-12-18 09:20:00.096000172,17.6,80.0,710.0,91.55000000000001,18.8,0.0,0
2019-12-18 09:24:59.903999827,17.5,80.4,707.0,91.6,18.8,0.0,0
2019-12-18 09:29:59.712000112,17.7,79.8,677.0,91.55,18.75,0.0,0
2019-12-18 09:35:00.384000060,18.0,78.6,702.0,91.6,18.8,0.0,0
2019-12-18 09:40:00.191999714,18.4,76.6,673.0,91.5,18.8,0.0,0
2019-12-18 09:45:00.000000000,19.0,74.3,686.0,91.65,18.8,0.0,0
2019-12-18 09:49:59.808000285,18.8,73.4,631.0,91.65,18.85,0.0,0
2019-12-18 09:54:59.615999939,19.2,72.7,681.0,91.6,18.9,0.0,0
2019-12-18 10:00:00.287999887,19.2,71.5,656.0,91.45,18.9,0.0,0
2019-12-18 10:05:00.096000172,18.7,70.8,670.0,91.55,19.0,0.0,0
2019-12-18 10:09:59.903999827,19.2,69.8,665.0,91.55,19.05,0.0,0
2019-12-18 10:14:59.712000112,19.5,67.0,637.0,91.5,19.1,0.0,0
2019-12-18 10:20:00.384000060,19.7,65.1,615.0,91.65,19.15,0.0,0
2019-12-18 10:25:00.191999714,19.8,64.4,661.0,91.8,19.3,0.0,0
2019-12-18 10:30:00.000000000,20.0,64.2,624.0,91.75,19.35,0.0,0
2019-12-18 10:34:59.808000285,20.2,63.4,601.0,91.80000000000001,19.45,0.0,0
2019-12-18 10:39:59.615999939,20.6,62.8,630.0,91.80000000000001,19.55,0.0,0
2019-12-18 10:45:00.287999887,20.9,62.1,595.0,91.9,19.65,0.0,0
